_sourceID;_targetID;_relType;_nbCommunications
100MLFTYEIOOXER@Facebook;100YXUYOPSVOSFT@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100YYFFYYHJOXMT@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100ZGDYCPZJCOYT@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100ZKESHZDOIYDT@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100ZKVFSRMSYFRT@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100ZLJNICMKWUOT@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100ZLJYDAQWTOCT@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100ZLKKJNEZTHRT@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100ZQJKPBSQXBKT@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100AFSHSXJLKOST@Facebook;Communication;10
100MLFTYEIOOXER@Facebook;100AJGXFFKROCDT@Facebook;Communication;18
100MLFTYEIOOXER@Facebook;100BQKEHTMLDFMT@Facebook;Communication;10
100MLFTYEIOOXER@Facebook;100BZWYOTADZUCT@Facebook;Communication;12
100MLFTYEIOOXER@Facebook;100ECWBIOBAHAJT@Facebook;Communication;3
100MLFTYEIOOXER@Facebook;100EEPFTZEHXZMT@Facebook;Communication;9
100MLFTYEIOOXER@Facebook;100FAKRNXGWQJMT@Facebook;Communication;7
100MLFTYEIOOXER@Facebook;100FLTZDAGIARQT@Facebook;Communication;4
100MLFTYEIOOXER@Facebook;100FWRHILKEIVYT@Facebook;Communication;1
100MLFTYEIOOXER@Facebook;100GUJHQTFADWUT@Facebook;Communication;8
100MLFTYEIOOXER@Facebook;100HTHOWXQEVPMT@Facebook;Communication;3
100MLFTYEIOOXER@Facebook;100SVJQHROGAILT@Facebook;Communication;8
100MLFTYEIOOXER@Facebook;100VAQDKYCCZUYT@Facebook;Communication;4
100MLFTYEIOOXER@Facebook;100WCXMWFENNXUT@Facebook;Communication;6
100MLFTYEIOOXER@Facebook;100WLCKAPOYKUPT@Facebook;Communication;8
100MLFTYEIOOXER@Facebook;578DKQHKT@Facebook;Communication;25
100MLFTYEIOOXER@Facebook;100AFFVQEHFLPKU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100AIOVMXTFNXTU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100ANAEMBKXRBXU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100AQKRBMHOSVFU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100ASWFSIVDHXTU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100AWFPJYYPYCOU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100BEKMBQNHWLZU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100BIBZYEBFGJKU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100BIUQKNHGQWIU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100BNDJLEFTSZEU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100BQKJYGCAEOZU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100BRQXJGBQFZTU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100BUEKTLXJSWTU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100BYZKUWJAZSEU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100BZCNTQHVUNNU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100BZLQEAVDRXXU@Facebook;Communication;1
100MLFTYEIOOXER@Facebook;100CBMISSXQCIFU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100CDKZSYHMQKIU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100CIQJJHNBLTDU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100CLOKHMJBMDNU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100CPBVIIJUBCNU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100CSPBSKKXIUDU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100CTZYBFWMHYEU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100CUWTRYPUNYUU@Facebook;Communication;1
100MLFTYEIOOXER@Facebook;100CWPMFZVUDSKU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100CWTBZZWTNZIU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100CXCSTDJLHIFU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100DLQRGERGYWPU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100DNKBWRVTWFIU@Facebook;Communication;1
100MLFTYEIOOXER@Facebook;100DUQLYWTHNGAU@Facebook;Communication;1
100MLFTYEIOOXER@Facebook;100EFSBQJBTPJOU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100EJLDVOQGGTOU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100ELOKOQJGLIWU@Facebook;Communication;1
100MLFTYEIOOXER@Facebook;100EPDEUTKANCJU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100EPQXOYPVQGWU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100ETYDNBZXOKTU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100EVUBPJFXSRAU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100EWIBNHFALBWU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100EXXNQPKICGDU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100FBSGGRSXABXU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100FCBAUQGHCIRU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100FFCRWGCKPLEU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100FJAZBFEZLCBU@Facebook;Communication;1
100MLFTYEIOOXER@Facebook;100FJUKFZATKZGU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100FKKNVJKZSZXU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100FUUGQHJFOVHU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100FZJTZOXAKJKU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100FZODFNRLAIPU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100GELHFFVTOYDU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100GFSUDGKNKKOU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100GMRCBHWSFWTU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100GQGKIIRMLRGU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100GTXSLHKDQFNU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100GXHNCERSKWKU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100HBNQLLSZSTCU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100HFOOUJVOSNBU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100HMXDVZZTXSGU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100HNPNWVFHUCNU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100HPCNMOPKBZXU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100HXOMFLJNKNRU@Facebook;Communication;1
100MLFTYEIOOXER@Facebook;100IBCFNJOAXLUU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100IKOXJWZMTZKU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100INOLQDTNMRBU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100INSFFUQLAQKU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100IPEZVFKHVTAU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100JAWYGIAYORIU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100JCRLKRJLHWWU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100JDWWGJPBXQEU@Facebook;Communication;1
100MLFTYEIOOXER@Facebook;100JGITJRXFOBWU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100JHCUVIMHLLKU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100JHDAYIPVTWLU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100JMOONMGQXEPU@Facebook;Communication;1
100MLFTYEIOOXER@Facebook;100JPBBMMAEHYPU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100JTODLFDCKFUU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100JUHYSKNCMXVU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100JUUGXHTQWJKU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100JVFWKOCUIZMU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100JWTHQVKTFLCU@Facebook;Communication;1
100MLFTYEIOOXER@Facebook;100JZAYEBIGQVRU@Facebook;Communication;1
100MLFTYEIOOXER@Facebook;100KBDCIKHGDHAU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100KDATJPECYKJU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100KEPMECILEGYU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100KFJNHBENNTBU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100KKMWZRJVLNJU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100KQMARDWFWFIU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100KQZGCBECGHZU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100KXUNJJTQIDRU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100KZUNMQUBKPZU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100LDCNUDRHRNMU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100LDITZEMBARYU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100LFKWVSIIOOYU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100LFSLIKPLQKKU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100LHTCYTWVKWTU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100LHYULNPVWJRU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100LISWQQVPFYHU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100LIUPXYFPEGAU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100LKZOJKXLCUBU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100LNSXDQEZUSYU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100LQAVBODVSKWU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100LRKAGNNIYZNU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100LWJNKYOJDEAU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100LZPHFVTDEUYU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100MCDEUUAXFREU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100MHWOWYOMWXYU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100MMGKYESRTNYU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100MNIWNNSHKKHU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100MNQJWNRDOZSU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100MWJRMOBBWSOU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100MYQYSANKQNVU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100NCRSRNLQABRU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100NDYQDENNHTHU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100NFFVQQMDYQVU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100NFOALAZGGFKU@Facebook;Communication;1
100MLFTYEIOOXER@Facebook;100NGCMESUMVDYU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100NGYRZGMOVQGU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100NJCQKTGMCDMU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100NKKBCFNAOSLU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100NMPTFTQJIFUU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100NSLPCDDOJDAU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100NTKWBJATEIEU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100NWFUZVZYQEKU@Facebook;Communication;1
100MLFTYEIOOXER@Facebook;100NYLEVSWFQCEU@Facebook;Communication;1
100MLFTYEIOOXER@Facebook;100OAYHAVVHREIU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100OEGMZCVTIFUU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100OHSEKLLTQBHU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100OPQDVFBTCJYU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100OZJAMWWFJTIU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100PAUOEFUAOEDU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100PBFVRNQBQWGU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100PCWYTABXTEVU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100PHBCMJEXCCYU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100PIRBEWIUHHIU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100PJFQBLFKKKCU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100PKWZEGILAIQU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100PLLXFLYYINCU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100PSCNAJIZSWUU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100PVNZDDZTCSMU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100PXNLOYJHJJWU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100QAMRKUWBWXMU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100QBYFHGZOBXXU@Facebook;Communication;1
100MLFTYEIOOXER@Facebook;100QCTYMAMPLTVU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100QKXAPEEAQEQU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100QLTGZULVLNNU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100QWCDUGVSTLOU@Facebook;Communication;1
100MLFTYEIOOXER@Facebook;100QWTVTMYHHZLU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100QXEDXEPOJEXU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100RCMXQXPHXKAU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100RGJNXZPLUMDU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100RGTMHNQAFQXU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100RGYSYKYQIXTU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100RIQLIXHJFZRU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100RMMLXWWUXFXU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100ROKHEXXJATWU@Facebook;Communication;1
100MLFTYEIOOXER@Facebook;100RRGRXDGFEMRU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100RVRZWMQFIGIU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100RZRJLZYPTZOU@Facebook;Communication;1
100MLFTYEIOOXER@Facebook;100SAVVXZMRSWFU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100SCTENCPDLXNU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100SGMYMLJPSESU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100SPBOCOXICJHU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100SRUOVEDSKJSU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100SSUPJWUVSFNU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100SVWVWPLEACRU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100TCXLHKQGJWPU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100TCYBGVEWLXJU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100TDPVZWTKHCIU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100TQGGNZRYSRQU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100TRTFSODEPVQU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100TVSGBKTYVLNU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100UAFLTMDIKGJU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100UIOXXRQDEAQU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100UIWZHAJMMQXU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100UXTRHOCMRWSU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100UZRJBERJHHAU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100VFEHATCDSTGU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100VIIIHCFDACBU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100VJUHZBZRXVXU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100VOAJLZTFARSU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100VPLDVSWGHNQU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100VQZZQWTRVRXU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100VRHVWXRKWZKU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100VVDASPCRROWU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100VWQGGRVOCZCU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100WEPQWRFOCOBU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100WFKFVWHCHESU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100WGCNNBNTAZTU@Facebook;Communication;1
100MLFTYEIOOXER@Facebook;100WGHELRCKQPXU@Facebook;Communication;1
100MLFTYEIOOXER@Facebook;100WKCIRVYHQMTU@Facebook;Communication;1
100MLFTYEIOOXER@Facebook;100WNMQNZDXXAIU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100WPFBWUQQWXMU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100WRIEAPLASLCU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100WSSUMLPAHUBU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100XCQKBCGXAMYU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100XEGXRPSEZCOU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100XEUEREZNEDLU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100XFOKSMJOGGFU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100XHOQGEEXLJAU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100XKBDNYSYAMPU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100XLTNMAALIVWU@Facebook;Communication;1
100MLFTYEIOOXER@Facebook;100XLYNGLOFVVPU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100XOFPAXGQOCXU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100XSCOEAXAXJYU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100XWPPVRUJGQMU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100YCZUQWEOLXPU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100YEXANSFFTBOU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100YFVSURWQKWFU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100YGRNXYRQAUGU@Facebook;Communication;1
100MLFTYEIOOXER@Facebook;100YRYXEITLIDXU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100YTEBQYBFSKLU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100YUJRCNUINJPU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100YVLRQMKUTIBU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100YVYSJNBYAHOU@Facebook;Communication;1
100MLFTYEIOOXER@Facebook;100YYCDKXLDVIAU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100ZBAJZCIKOPVU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100ZGWGPRBJXQUU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100ZISSTJTKMSFU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100ZMOFLKDIYUIU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100ZMZJBATUKQLU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100ZUIYIERDKCSU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100ZURHWGUKYUFU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100ZURTIMTABGCU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100ZVJYDEPGLIVU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100ZYMMXTODHQAU@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100CBMISSXQCIFU@Facebook;Communication;17
100MLFTYEIOOXER@Facebook;100FJUKFZATKZGU@Facebook;Communication;8
100MLFTYEIOOXER@Facebook;100MMGKYESRTNYU@Facebook;Communication;1
100MLFTYEIOOXER@Facebook;100RCMXQXPHXKAU@Facebook;Communication;13
100MLFTYEIOOXER@Facebook;100SCTENCPDLXNU@Facebook;Communication;1
100MLFTYEIOOXER@Facebook;100WGCNNBNTAZTU@Facebook;Communication;1
100MLFTYEIOOXER@Facebook;100XCQKBCGXAMYU@Facebook;Communication;5
100MLFTYEIOOXER@Facebook;100YFVSURWQKWFU@Facebook;Communication;10
100MLFTYEIOOXER@Facebook;100YRYXEITLIDXU@Facebook;Communication;4
100MLFTYEIOOXER@Facebook;818LFLYNU@Facebook;Communication;4
100MLFTYEIOOXER@Facebook;100AAQPQPHTTQCV@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100AGOKHUQWTRYV@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100AGPCKSGHMZZV@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100AHBWAYRLILFV@Facebook;Communication;1
100MLFTYEIOOXER@Facebook;100AIMZGDKVUZEV@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100AITLONWMHWEV@Facebook;Communication;1
100MLFTYEIOOXER@Facebook;100AMVTUBCMDPDV@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100AOVLIQQYHWZV@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100APIHAXCTCVYV@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100AQFNJXTIMVAV@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100ARAMMMBMTQCV@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100ATMPKVURTSPV@Facebook;Communication;1
100MLFTYEIOOXER@Facebook;100ATRIPOOFQYFV@Facebook;Communication;1
100MLFTYEIOOXER@Facebook;100AYKLHKAWRVDV@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100AZJYQVMLETUV@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100BABEJIQQXXOV@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100BBDBYHGODDRV@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100BGIJMYZWNSVV@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100BHNCWKECRQZV@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100BICYATHEFEYV@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100BIMIXIVEODJV@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100BLXVYFAXQPLV@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100BNGSCDUNYZTV@Facebook;Communication;1
100MLFTYEIOOXER@Facebook;100BQQUCGUOAJRV@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100BZVVESMDJHJV@Facebook;Communication;1
100MLFTYEIOOXER@Facebook;100BZZHVSIGYXFV@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100CBWKPBJMRERV@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100CCNOBLAZJREV@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100CDFVTIUAZIIV@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100CDNJVDFRWVKV@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100CHQPJSJTHVWV@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100CJMYZALKYXOV@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100CKJXAXYVADTV@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100CORVCRZXLNLV@Facebook;Communication;1
100MLFTYEIOOXER@Facebook;100CRDGQKGWWAKV@Facebook;Communication;1
100MLFTYEIOOXER@Facebook;100CRGXWRJQKVGV@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100CUFNXSAXNBAV@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100DDNVPRRUWCBV@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100DDWUDSXGQPBV@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100DGWCYJGIGUDV@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100DGXPROALCFXV@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100DUEOXRTOOXPV@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100DUTFAVYZLQGV@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100EECKQMVPADXV@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100EGZVMUOUOIKV@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100EHGCGFHNGBLV@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100EIAUVRWFJQPV@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100EKDRSQAMACOV@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100EKHPOYPSHHWV@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100ELLMRKBDMGKV@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100EOYSFGHNRAIV@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100EQIKEDXPLBFV@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100EQWZLUBSLFZV@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100ERPSXOWSTLJV@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100FBFTIPIKPMKV@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100FBVPWKSYVXFV@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100FDPXEAARBHHV@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100FEPJHGDVJNFV@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100FFEYFZDNKSPV@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100FHXWFDVVVENV@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100GAKARPZJALFV@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100GBBZHNVZUTMV@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100GOODYEAVWNVV@Facebook;Communication;1
100MLFTYEIOOXER@Facebook;100GQPZLEPUPZJV@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100GTYWXDAZQAPV@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100GVAYHGUYAODV@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100HBWIGHAJKALV@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100HGDUSHYVIEYV@Facebook;Communication;2
100MLFTYEIOOXER@Facebook;100HJDTETMUHLJV@Facebook;Communication;2
